date,sku,category,price,cost,on_hand_beg,delivery_qty,sales_qty,markdown_qty,waste_qty,promo_flag,holiday_flag,weather_index
2024-01-23,ORCHID-POT,Plant,29.81,12.03,5,4,9,0,0,0,0,1.0
2024-01-23,ROSE-12,Bouquet,24.63,10.55,9,18,15,1,4,0,0,1.0
2024-01-23,TULIP-10,Bouquet,15.0,6.22,6,12,12,1,4,0,0,1.0
2024-01-24,LILY-5,Bouquet,19.88,7.98,3,9,4,0,2,0,0,1.0
2024-01-24,MIX-GREEN,Arrangement,35.07,14.9,3,6,8,1,2,0,0,1.0
2024-01-24,ORCHID-POT,Plant,30.0,12.03,4,4,4,2,0,0,0,1.0
2024-01-24,ROSE-12,Bouquet,25.39,10.53,9,17,12,0,3,0,0,1.0
2024-01-24,TULIP-10,Bouquet,14.95,6.23,7,11,5,1,1,0,0,1.0
2024-01-25,LILY-5,Bouquet,19.79,7.96,3,10,7,0,1,0,0,1.0
2024-01-25,MIX-GREEN,Arrangement,35.05,14.93,4,4,2,1,1,0,0,1.0
2024-01-25,ORCHID-POT,Plant,30.06,12.03,5,3,5,1,1,0,0,1.0
2024-01-25,ROSE-12,Bouquet,25.33,10.5,10,19,10,0,4,0,0,1.0
2024-01-25,TULIP-10,Bouquet,15.12,6.14,5,11,13,0,2,0,0,1.0
2024-01-26,LILY-5,Bouquet,20.06,8.02,2,9,7,0,1,0,0,1.0
2024-01-26,MIX-GREEN,Arrangement,35.5,14.86,4,5,9,0,1,0,0,1.0
2024-01-26,ORCHID-POT,Plant,29.63,11.94,4,4,2,1,0,0,0,1.0
2024-01-26,ROSE-12,Bouquet,24.83,10.57,8,16,15,2,3,0,0,1.0
2024-01-26,TULIP-10,Bouquet,14.85,6.26,7,10,5,0,3,0,0,1.0
2024-01-27,LILY-5,Bouquet,19.91,7.95,3,9,6,1,2,0,0,1.0
2024-01-27,MIX-GREEN,Arrangement,34.51,14.98,3,5,3,1,1,0,0,1.0
2024-01-27,ORCHID-POT,Plant,30.18,12.0,5,5,3,0,0,0,0,1.0
2024-01-27,ROSE-12,Bouquet,24.93,10.59,8,20,11,0,5,0,0,1.0
2024-01-27,TULIP-10,Bouquet,14.77,6.18,6,13,7,0,2,0,0,1.0
2024-01-28,LILY-5,Bouquet,19.79,7.98,5,10,3,1,1,0,0,1.0
2024-01-28,MIX-GREEN,Arrangement,35.1,15.12,3,5,3,1,0,0,0,1.0
2024-01-28,ORCHID-POT,Plant,30.24,11.98,5,3,4,0,0,0,0,1.0
2024-01-28,ROSE-12,Bouquet,25.49,10.54,10,18,14,0,4,0,0,1.0
2024-01-28,TULIP-10,Bouquet,15.43,6.15,6,12,10,0,2,0,0,1.0
2024-01-29,LILY-5,Bouquet,20.07,7.99,2,10,8,0,2,0,0,1.0
2024-01-29,MIX-GREEN,Arrangement,34.64,14.88,2,6,1,1,1,0,0,1.0
2024-01-29,ORCHID-POT,Plant,29.35,11.94,5,4,3,0,0,0,0,1.0
2024-01-29,ROSE-12,Bouquet,25.06,10.54,7,19,13,1,3,0,0,1.0
2024-01-29,TULIP-10,Bouquet,14.87,6.2,6,12,10,1,3,0,0,1.0
2024-01-30,LILY-5,Bouquet,19.91,7.99,4,10,4,0,2,0,0,1.0
2024-01-30,MIX-GREEN,Arrangement,34.78,14.94,4,5,6,0,1,0,0,1.0
2024-01-30,ORCHID-POT,Plant,29.95,11.99,3,3,3,2,0,0,0,1.0
2024-01-30,ROSE-12,Bouquet,25.26,10.52,8,17,10,0,4,0,0,1.0
2024-01-30,TULIP-10,Bouquet,15.01,6.23,6,10,10,0,1,0,0,1.0
2024-01-31,LILY-5,Bouquet,19.96,7.89,4,9,6,1,1,0,0,1.0
2024-01-31,MIX-GREEN,Arrangement,34.63,14.94,3,6,3,0,3,0,0,1.0
2024-01-31,ORCHID-POT,Plant,29.49,12.01,5,3,3,0,0,0,0,1.0
2024-01-31,ROSE-12,Bouquet,24.87,10.49,8,17,10,1,5,0,0,1.0
2024-01-31,TULIP-10,Bouquet,14.98,6.21,6,11,8,0,3,0,0,1.0
2024-02-01,LILY-5,Bouquet,20.34,8.01,4,8,8,0,3,0,0,1.0
2024-02-01,MIX-GREEN,Arrangement,35.04,14.98,3,5,4,0,1,0,0,1.0
2024-02-01,ORCHID-POT,Plant,30.28,11.97,5,4,6,1,2,0,0,1.0
2024-02-01,ROSE-12,Bouquet,24.87,10.49,9,17,13,0,5,0,0,1.0
2024-02-01,TULIP-10,Bouquet,14.81,6.24,7,11,8,0,2,0,0,1.0
2024-02-02,LILY-5,Bouquet,19.8,7.97,4,9,3,0,2,0,0,1.0
2024-02-02,MIX-GREEN,Arrangement,34.74,15.0,3,4,2,0,1,0,0,1.0
2024-02-02,ORCHID-POT,Plant,30.63,12.01,3,4,3,1,0,0,0,1.0
2024-02-02,ROSE-12,Bouquet,24.78,10.58,8,18,11,0,4,0,0,1.0
2024-02-02,TULIP-10,Bouquet,15.12,6.19,7,10,11,1,2,0,0,1.0
2024-02-03,LILY-5,Bouquet,19.81,8.04,5,7,8,0,4,0,0,1.0
2024-02-03,MIX-GREEN,Arrangement,35.32,15.09,2,3,8,0,0,0,0,1.0
2024-02-03,ORCHID-POT,Plant,30.11,12.0,4,4,2,0,1,0,0,1.0
2024-02-03,ROSE-12,Bouquet,24.95,10.49,7,17,15,0,4,0,0,1.0
2024-02-03,TULIP-10,Bouquet,14.98,6.19,5,11,12,1,3,0,0,1.0
2024-02-04,LILY-5,Bouquet,19.86,7.99,5,11,6,0,2,0,0,1.0
2024-02-04,MIX-GREEN,Arrangement,35.15,15.06,3,4,5,0,1,0,0,1.0
2024-02-04,ORCHID-POT,Plant,29.85,12.01,4,4,6,0,0,0,0,1.0
2024-02-04,ROSE-12,Bouquet,24.68,10.51,6,20,12,1,2,0,0,1.0
2024-02-04,TULIP-10,Bouquet,14.8,6.17,6,11,9,0,4,0,0,1.0
2024-02-05,LILY-5,Bouquet,20.02,7.96,4,9,5,0,1,0,0,1.0
2024-02-05,MIX-GREEN,Arrangement,35.54,15.16,3,5,0,1,1,0,0,1.0
2024-02-05,ORCHID-POT,Plant,30.04,11.99,5,4,4,0,0,0,0,1.0
2024-02-05,ROSE-12,Bouquet,24.96,10.46,9,20,11,0,3,0,0,1.0
2024-02-05,TULIP-10,Bouquet,15.03,6.24,6,10,7,0,2,0,0,1.0
2024-02-06,LILY-5,Bouquet,20.25,8.01,3,8,7,0,1,0,0,1.0
2024-02-06,MIX-GREEN,Arrangement,35.07,15.04,3,4,1,0,0,0,0,1.0
2024-02-06,ORCHID-POT,Plant,29.87,11.99,3,4,6,0,0,0,0,1.0
2024-02-06,ROSE-12,Bouquet,25.27,10.48,7,17,13,1,3,0,0,1.0
2024-02-06,TULIP-10,Bouquet,15.05,6.19,5,11,8,0,2,0,0,1.0
2024-02-07,LILY-5,Bouquet,20.3,7.94,6,8,6,0,2,0,0,1.0
2024-02-07,MIX-GREEN,Arrangement,35.05,14.99,3,6,2,0,0,0,0,1.0
2024-02-07,ORCHID-POT,Plant,29.62,12.02,4,3,6,0,0,0,0,1.0
2024-02-07,ROSE-12,Bouquet,24.65,10.6,8,18,12,0,4,0,0,1.0
2024-02-07,TULIP-10,Bouquet,15.24,6.2,4,9,10,1,1,0,0,1.0
2024-02-08,LILY-5,Bouquet,20.33,7.91,5,9,7,1,3,0,0,1.0
2024-02-08,MIX-GREEN,Arrangement,34.93,14.99,1,4,3,1,1,0,0,1.0
2024-02-08,ORCHID-POT,Plant,29.88,12.16,3,4,1,1,0,0,0,1.0
2024-02-08,ROSE-12,Bouquet,25.36,10.55,9,20,14,0,4,0,0,1.0
2024-02-08,TULIP-10,Bouquet,14.82,6.17,6,12,10,0,3,0,0,1.0
2024-02-09,LILY-5,Bouquet,19.81,8.02,3,9,5,0,1,0,0,1.0
2024-02-09,MIX-GREEN,Arrangement,35.22,14.94,1,8,5,1,1,0,0,1.0
2024-02-09,ORCHID-POT,Plant,29.87,11.92,3,3,7,1,1,0,0,1.0
2024-02-09,ROSE-12,Bouquet,24.99,10.48,8,19,14,0,3,0,0,1.0
2024-02-09,TULIP-10,Bouquet,14.97,6.2,5,9,8,0,2,0,0,1.0
2024-02-10,LILY-5,Bouquet,20.06,7.93,5,9,3,0,1,0,0,1.0
2024-02-10,MIX-GREEN,Arrangement,35.48,14.91,2,4,1,1,1,0,0,1.0
2024-02-10,ORCHID-POT,Plant,30.02,12.0,4,4,3,0,0,0,0,1.0
2024-02-10,ROSE-12,Bouquet,25.15,10.48,9,18,15,0,2,0,0,1.0
2024-02-10,TULIP-10,Bouquet,14.68,6.21,7,11,8,0,1,0,0,1.0
2024-02-11,LILY-5,Bouquet,39.96,7.95,4,10,5,0,2,0,1,1.0
2024-02-11,MIX-GREEN,Arrangement,69.38,15.05,4,4,3,0,1,0,1,1.0
2024-02-11,ORCHID-POT,Plant,59.24,11.93,4,4,3,1,0,0,1,1.0
2024-02-11,ROSE-12,Bouquet,49.54,10.59,9,19,12,1,3,0,1,1.0
2024-02-11,TULIP-10,Bouquet,29.88,6.15,4,10,6,0,3,0,1,1.0
2024-02-12,LILY-5,Bouquet,40.34,7.96,1,8,8,0,2,0,1,1.0
2024-02-12,MIX-GREEN,Arrangement,69.06,15.03,3,5,4,1,2,0,1,1.0
2024-02-12,ORCHID-POT,Plant,60.0,12.1,4,5,9,0,0,0,1,1.0
2024-02-12,ROSE-12,Bouquet,49.74,10.52,9,19,10,1,4,0,1,1.0
2024-02-12,TULIP-10,Bouquet,29.88,6.22,5,11,12,0,3,0,1,1.0
2024-02-13,LILY-5,Bouquet,40.38,8.0,5,9,9,0,1,0,1,1.0
2024-02-13,MIX-GREEN,Arrangement,70.36,14.92,3,4,3,0,2,0,1,1.0
2024-02-13,ORCHID-POT,Plant,60.78,11.97,4,4,3,0,1,0,1,1.0
2024-02-13,ROSE-12,Bouquet,49.9,10.44,10,18,10,1,5,0,1,1.0
2024-02-13,TULIP-10,Bouquet,29.78,6.16,8,11,7,0,2,0,1,1.0
2024-02-14,LILY-5,Bouquet,49.88,8.02,4,9,60,0,5,0,1,1.0
2024-02-14,MIX-GREEN,Arrangement,87.68,14.92,2,6,40,0,1,0,1,1.0
2024-02-14,ORCHID-POT,Plant,75.1,12.02,3,3,10,0,0,0,1,1.0
2024-02-14,ROSE-12,Bouquet,61.8,10.43,11,17,170,0,4,0,1,1.0
2024-02-14,TULIP-10,Bouquet,37.5,6.21,6,11,80,0,1,0,1,1.0
2024-02-15,LILY-5,Bouquet,20.04,7.98,4,6,6,1,3,0,0,1.0
2024-02-15,MIX-GREEN,Arrangement,35.87,15.11,6,4,3,1,0,0,0,1.0
2024-02-15,ORCHID-POT,Plant,30.55,12.02,4,3,3,0,1,0,0,1.0
2024-02-15,ROSE-12,Bouquet,24.78,10.56,8,19,11,0,5,0,0,1.0
2024-02-15,TULIP-10,Bouquet,14.95,6.18,6,11,9,0,3,0,0,1.0
2024-02-16,LILY-5,Bouquet,19.7,8.0,3,8,6,0,1,0,0,1.0
2024-02-16,MIX-GREEN,Arrangement,34.78,14.93,3,5,6,0,1,0,0,1.0
2024-02-16,ORCHID-POT,Plant,30.08,11.98,4,3,4,0,0,0,0,1.0
2024-02-16,ROSE-12,Bouquet,25.29,10.49,8,18,13,1,4,0,0,1.0
2024-02-16,TULIP-10,Bouquet,14.88,6.18,5,11,9,0,3,0,0,1.0
2024-02-17,LILY-5,Bouquet,19.86,7.95,6,9,6,1,2,0,0,1.0
2024-02-17,MIX-GREEN,Arrangement,34.24,14.89,3,5,4,0,0,0,0,1.0
2024-02-17,ORCHID-POT,Plant,29.94,11.86,4,3,6,0,0,0,0,1.0
2024-02-17,ROSE-12,Bouquet,24.72,10.44,10,17,13,2,5,0,0,1.0
2024-02-17,TULIP-10,Bouquet,14.91,6.22,6,11,9,0,2,0,0,1.0
2024-02-18,LILY-5,Bouquet,19.81,7.94,4,9,6,0,4,0,0,1.0
2024-02-18,MIX-GREEN,Arrangement,34.96,14.9,4,4,4,0,0,0,0,1.0
2024-02-18,ORCHID-POT,Plant,29.46,12.11,4,5,4,0,0,0,0,1.0
2024-02-18,ROSE-12,Bouquet,24.62,10.47,10,19,12,0,4,0,0,1.0
2024-02-18,TULIP-10,Bouquet,15.31,6.21,7,12,8,1,4,0,0,1.0
2024-02-19,LILY-5,Bouquet,19.73,8.03,4,9,8,0,2,0,0,1.0
2024-02-19,MIX-GREEN,Arrangement,34.61,15.05,3,6,6,0,3,0,0,1.0
2024-02-19,ORCHID-POT,Plant,30.54,11.91,6,6,8,0,0,0,0,1.0
2024-02-19,ROSE-12,Bouquet,25.72,10.49,9,18,11,0,6,0,0,1.0
2024-02-19,TULIP-10,Bouquet,14.81,6.15,6,10,10,1,2,0,0,1.0
2024-02-20,LILY-5,Bouquet,19.92,8.1,4,7,2,2,3,0,0,1.0
2024-02-20,MIX-GREEN,Arrangement,35.11,14.88,2,7,6,1,0,0,0,1.0
2024-02-20,ORCHID-POT,Plant,30.51,11.94,3,6,1,0,0,0,0,1.0
2024-02-20,ROSE-12,Bouquet,24.74,10.45,9,17,10,0,3,0,0,1.0
2024-02-20,TULIP-10,Bouquet,14.95,6.15,6,10,10,0,2,0,0,1.0
2024-02-21,LILY-5,Bouquet,20.15,8.05,3,9,5,0,0,0,0,1.0
2024-02-21,MIX-GREEN,Arrangement,35.14,15.18,2,6,2,0,1,0,0,1.0
2024-02-21,ORCHID-POT,Plant,29.88,11.97,4,3,3,0,1,0,0,1.0
2024-02-21,ROSE-12,Bouquet,24.96,10.43,10,16,13,1,5,0,0,1.0
2024-02-21,TULIP-10,Bouquet,14.78,6.13,7,13,7,0,1,0,0,1.0
2024-02-22,LILY-5,Bouquet,19.94,7.99,1,9,6,0,0,0,0,1.0
2024-02-22,MIX-GREEN,Arrangement,34.9,14.98,4,5,3,1,1,0,0,1.0
2024-02-22,ORCHID-POT,Plant,30.06,11.96,3,4,6,0,2,0,0,1.0
2024-02-22,ROSE-12,Bouquet,24.85,10.51,9,18,14,0,3,0,0,1.0
2024-02-22,TULIP-10,Bouquet,15.06,6.21,6,9,5,1,4,0,0,1.0
2024-02-23,LILY-5,Bouquet,20.19,8.01,4,8,8,0,2,0,0,1.0
2024-02-23,MIX-GREEN,Arrangement,35.04,14.98,3,5,3,0,0,0,0,1.0
2024-02-23,ORCHID-POT,Plant,30.1,11.93,4,2,4,1,0,0,0,1.0
2024-02-23,ROSE-12,Bouquet,25.0,10.53,10,18,10,0,5,0,0,1.0
2024-02-23,TULIP-10,Bouquet,14.99,6.2,6,11,10,0,2,0,0,1.0
2024-02-24,LILY-5,Bouquet,19.85,8.04,5,9,11,0,3,0,0,1.0
2024-02-24,MIX-GREEN,Arrangement,35.1,15.06,4,4,4,0,0,0,0,1.0
2024-02-24,ORCHID-POT,Plant,29.96,11.91,5,3,3,0,0,0,0,1.0
2024-02-24,ROSE-12,Bouquet,25.51,10.42,7,16,12,0,4,0,0,1.0
2024-02-24,TULIP-10,Bouquet,15.23,6.18,7,11,6,0,2,0,0,1.0
2024-02-25,LILY-5,Bouquet,20.07,7.96,4,9,9,1,2,0,0,1.0
2024-02-25,MIX-GREEN,Arrangement,34.72,15.06,4,4,5,1,1,0,0,1.0
2024-02-25,ORCHID-POT,Plant,29.66,12.02,3,4,2,2,0,0,0,1.0
2024-02-25,ROSE-12,Bouquet,25.29,10.56,8,18,10,0,4,0,0,1.0
2024-02-25,TULIP-10,Bouquet,15.03,6.21,8,11,9,0,2,0,0,1.0
2024-02-26,LILY-5,Bouquet,20.09,8.01,3,7,8,0,3,0,0,1.0
2024-02-26,MIX-GREEN,Arrangement,34.38,15.09,4,6,2,2,0,0,0,1.0
2024-02-26,ORCHID-POT,Plant,30.27,12.03,4,3,6,1,0,0,0,1.0
2024-02-26,ROSE-12,Bouquet,25.1,10.5,9,18,12,0,5,0,0,1.0
2024-02-26,TULIP-10,Bouquet,14.82,6.25,6,10,7,2,1,0,0,1.0
2024-02-27,LILY-5,Bouquet,19.9,8.0,3,9,5,1,2,0,0,1.0
2024-02-27,MIX-GREEN,Arrangement,35.08,14.98,3,6,7,0,0,0,0,1.0
2024-02-27,ORCHID-POT,Plant,30.01,11.95,3,5,1,0,0,0,0,1.0
2024-02-27,ROSE-12,Bouquet,24.92,10.54,9,19,11,0,3,0,0,1.0
2024-02-27,TULIP-10,Bouquet,14.97,6.24,7,11,11,0,1,0,0,1.0
2024-02-28,LILY-5,Bouquet,19.94,8.0,4,9,6,0,3,0,0,1.0
2024-02-28,MIX-GREEN,Arrangement,35.04,15.1,2,3,2,1,1,0,0,1.0
2024-02-28,ORCHID-POT,Plant,30.43,11.88,5,4,6,0,1,0,0,1.0
2024-02-28,ROSE-12,Bouquet,24.35,10.5,9,18,14,0,4,0,0,1.0
2024-02-28,TULIP-10,Bouquet,14.95,6.2,5,12,10,1,3,0,0,1.0
2024-02-29,LILY-5,Bouquet,20.03,7.97,5,8,5,0,1,0,0,1.0
2024-02-29,MIX-GREEN,Arrangement,35.09,15.18,3,5,3,0,0,0,0,1.0
2024-02-29,ORCHID-POT,Plant,29.88,12.0,3,4,5,0,0,0,0,1.0
2024-02-29,ROSE-12,Bouquet,24.55,10.48,11,19,9,1,5,0,0,1.0
2024-02-29,TULIP-10,Bouquet,15.04,6.2,6,11,12,0,1,0,0,1.0
