date,sku,category,price,cost,on_hand_beg,delivery_qty,sales_qty,markdown_qty,waste_qty,promo_flag,holiday_flag,weather_index
2024-12-05,TULIP-10,Bouquet,14.99,6.2,6,11,9,0,2,0,0,1.079
2024-12-05,LILY-5,Bouquet,19.99,8.0,4,9,5,2,2,0,0,1.066
2024-12-05,ORCHID-POT,Plant,29.99,12.0,2,6,2,1,0,0,0,1.094
2024-12-05,MIX-GREEN,Arrangement,34.99,15.0,5,2,4,0,1,0,0,0.926
2024-12-06,ROSE-12,Bouquet,24.99,10.5,6,19,15,0,3,0,0,1.061
2024-12-06,TULIP-10,Bouquet,14.99,6.2,6,9,8,0,2,0,0,0.925
2024-12-06,LILY-5,Bouquet,19.99,8.0,4,8,7,0,1,0,0,1.027
2024-12-06,ORCHID-POT,Plant,29.99,12.0,5,1,3,0,0,0,0,0.904
2024-12-06,MIX-GREEN,Arrangement,34.99,15.0,2,6,7,0,0,0,0,1.021
2024-12-07,ROSE-12,Bouquet,24.99,10.5,7,19,8,4,4,0,0,0.947
2024-12-07,TULIP-10,Bouquet,14.99,6.2,5,0,5,0,0,0,0,0.929
2024-12-07,LILY-5,Bouquet,19.99,8.0,4,9,4,2,2,0,0,0.911
2024-12-07,ORCHID-POT,Plant,29.99,12.0,3,5,3,1,0,0,0,1.001
2024-12-07,MIX-GREEN,Arrangement,34.99,15.0,1,8,2,1,1,0,0,0.95
2024-12-08,ROSE-12,Bouquet,24.99,10.5,10,18,15,0,4,0,0,1.005
2024-12-08,TULIP-10,Bouquet,14.99,6.2,0,19,9,0,3,0,0,1.007
2024-12-08,LILY-5,Bouquet,19.99,8.0,5,8,10,0,1,0,0,0.973
2024-12-08,ORCHID-POT,Plant,29.99,12.0,4,6,6,0,0,1,0,1.007
2024-12-08,MIX-GREEN,Arrangement,34.99,15.0,5,3,3,0,1,0,0,0.919
2024-12-09,ROSE-12,Bouquet,24.99,10.5,9,16,14,0,3,0,0,1.06
2024-12-09,TULIP-10,Bouquet,14.99,6.2,7,10,8,0,3,0,0,1.089
2024-12-09,LILY-5,Bouquet,19.99,8.0,2,11,5,2,2,0,0,1.06
2024-12-09,ORCHID-POT,Plant,29.99,12.0,4,5,6,0,0,1,0,0.984
2024-12-09,MIX-GREEN,Arrangement,34.99,15.0,4,3,3,0,1,0,0,0.932
2024-12-10,ROSE-12,Bouquet,24.99,10.5,8,16,12,0,4,0,0,1.011
2024-12-10,TULIP-10,Bouquet,14.99,6.2,6,11,7,0,3,0,0,1.044
2024-12-10,LILY-5,Bouquet,19.99,8.0,4,9,6,0,2,0,0,1.065
2024-12-10,ORCHID-POT,Plant,29.99,12.0,3,6,6,0,0,1,0,1.076
2024-12-10,MIX-GREEN,Arrangement,34.99,15.0,3,4,3,0,1,0,0,0.906
2024-12-11,ROSE-12,Bouquet,24.99,10.5,8,17,3,4,6,0,0,1.031
2024-12-11,TULIP-10,Bouquet,14.99,6.2,7,9,9,0,2,0,0,1.021
2024-12-11,LILY-5,Bouquet,19.99,8.0,5,6,7,0,1,0,0,0.925
2024-12-11,ORCHID-POT,Plant,29.99,12.0,3,7,3,1,0,1,0,1.096
2024-12-11,MIX-GREEN,Arrangement,34.99,15.0,3,5,2,1,1,0,0,1.042
2024-12-12,ROSE-12,Bouquet,24.99,10.5,12,12,15,0,3,0,0,0.992
2024-12-12,TULIP-10,Bouquet,14.99,6.2,5,10,10,0,2,0,0,0.929
2024-12-12,LILY-5,Bouquet,19.99,8.0,3,8,6,0,1,0,0,0.956
2024-12-12,ORCHID-POT,Plant,29.99,12.0,6,2,2,1,0,1,0,0.963
2024-12-12,MIX-GREEN,Arrangement,34.99,15.0,4,4,7,0,0,0,0,1.014
2024-12-13,ROSE-12,Bouquet,24.99,10.5,6,17,12,0,3,0,0,0.972
2024-12-13,TULIP-10,Bouquet,14.99,6.2,3,14,9,0,2,0,0,1.084
2024-12-13,LILY-5,Bouquet,19.99,8.0,4,8,3,2,2,0,0,0.967
2024-12-13,ORCHID-POT,Plant,29.99,12.0,5,4,3,1,0,1,0,1.071
2024-12-13,MIX-GREEN,Arrangement,34.99,15.0,1,8,7,0,0,0,0,1.092
2024-12-14,ROSE-12,Bouquet,24.99,10.5,8,20,10,4,4,0,0,1.005
2024-12-14,TULIP-10,Bouquet,14.99,6.2,6,14,11,0,3,0,0,1.098
2024-12-14,LILY-5,Bouquet,19.99,8.0,5,8,6,0,2,0,0,0.928
2024-12-14,ORCHID-POT,Plant,29.99,12.0,5,6,2,2,0,1,0,1.081
2024-12-14,MIX-GREEN,Arrangement,34.99,15.0,2,7,3,1,1,0,0,1.017
2024-12-15,ROSE-12,Bouquet,24.99,10.5,10,18,16,0,4,0,0,1.03
2024-12-15,TULIP-10,Bouquet,14.99,6.2,6,12,13,0,2,0,0,0.973
2024-12-15,LILY-5,Bouquet,19.99,8.0,5,10,4,2,2,0,0,1.083
2024-12-15,ORCHID-POT,Plant,29.99,12.0,7,1,2,1,0,0,0,0.99
2024-12-15,MIX-GREEN,Arrangement,34.99,15.0,4,6,10,0,0,0,0,1.041
2024-12-16,ROSE-12,Bouquet,24.99,10.5,8,16,12,0,4,0,0,0.988
2024-12-16,TULIP-10,Bouquet,14.99,6.2,3,15,7,2,3,0,0,1.097
2024-12-16,LILY-5,Bouquet,19.99,8.0,7,5,8,0,1,0,0,0.993
2024-12-16,ORCHID-POT,Plant,29.99,12.0,5,1,3,0,0,0,0,0.91
2024-12-16,MIX-GREEN,Arrangement,34.99,15.0,0,8,2,1,1,0,0,1.048
2024-12-17,ROSE-12,Bouquet,24.99,10.5,8,18,15,0,3,0,0,1.072
2024-12-17,TULIP-10,Bouquet,14.99,6.2,6,11,10,0,2,0,0,1.079
2024-12-17,LILY-5,Bouquet,19.99,8.0,3,9,9,0,1,0,0,0.968
2024-12-17,ORCHID-POT,Plant,29.99,12.0,3,5,3,1,0,0,0,1.083
2024-12-17,MIX-GREEN,Arrangement,34.99,15.0,4,3,6,0,0,0,0,0.904
2024-12-18,ROSE-12,Bouquet,24.99,10.5,8,18,10,3,4,0,0,1.079
2024-12-18,TULIP-10,Bouquet,14.99,6.2,5,11,8,0,2,0,0,1.006
2024-12-18,LILY-5,Bouquet,19.99,8.0,2,11,10,0,1,0,0,1.058
2024-12-18,ORCHID-POT,Plant,29.99,12.0,4,4,2,1,0,0,0,1.091
2024-12-18,MIX-GREEN,Arrangement,34.99,15.0,1,6,1,1,1,0,0,0.921
2024-12-19,ROSE-12,Bouquet,24.99,10.5,9,15,12,0,4,0,0,0.991
2024-12-19,TULIP-10,Bouquet,14.99,6.2,6,9,5,2,2,0,0,0.922
2024-12-19,LILY-5,Bouquet,19.99,8.0,2,9,2,2,2,0,0,0.9
2024-12-19,ORCHID-POT,Plant,29.99,12.0,5,2,4,0,0,0,0,0.998
2024-12-19,MIX-GREEN,Arrangement,34.99,15.0,4,4,5,0,1,0,0,0.948
2024-12-20,ROSE-12,Bouquet,24.99,10.5,8,17,8,3,4,0,0,1.042
2024-12-20,TULIP-10,Bouquet,14.99,6.2,6,11,2,3,4,0,0,1.084
2024-12-20,LILY-5,Bouquet,19.99,8.0,5,7,4,2,2,0,0,1.024
2024-12-20,ORCHID-POT,Plant,29.99,12.0,3,4,3,0,0,0,0,1.024
2024-12-20,MIX-GREEN,Arrangement,34.99,15.0,2,6,7,0,0,0,0,0.991
2024-12-21,ROSE-12,Bouquet,24.99,10.5,10,17,7,4,5,0,0,0.964
2024-12-21,TULIP-10,Bouquet,14.99,6.2,8,9,8,0,3,0,0,0.904
2024-12-21,LILY-5,Bouquet,19.99,8.0,4,9,3,2,2,0,0,0.935
2024-12-21,ORCHID-POT,Plant,29.99,12.0,4,4,5,0,0,0,0,1.017
2024-12-21,MIX-GREEN,Arrangement,34.99,15.0,1,8,3,1,1,0,0,1.019
2024-12-22,ROSE-12,Bouquet,24.99,10.5,11,15,18,0,2,0,0,0.946
2024-12-22,TULIP-10,Bouquet,14.99,6.2,6,13,11,0,2,0,0,1.011
2024-12-22,LILY-5,Bouquet,19.99,8.0,6,9,8,0,2,0,0,1.078
2024-12-22,ORCHID-POT,Plant,29.99,12.0,3,5,7,0,0,0,0,1.047
2024-12-22,MIX-GREEN,Arrangement,34.99,15.0,4,6,4,1,1,0,0,1.073
2024-12-23,ROSE-12,Bouquet,24.99,10.5,6,17,11,0,4,0,0,0.975
2024-12-23,TULIP-10,Bouquet,14.99,6.2,6,10,8,0,2,0,0,1.016
2024-12-23,LILY-5,Bouquet,19.99,8.0,5,7,6,0,2,0,0,0.968
2024-12-23,ORCHID-POT,Plant,29.99,12.0,1,6,2,1,0,0,0,1.004
2024-12-23,MIX-GREEN,Arrangement,34.99,15.0,4,5,3,1,1,0,0,1.092
2024-12-24,ROSE-12,Bouquet,24.99,10.5,8,17,21,0,1,0,0,1.053
2024-12-24,TULIP-10,Bouquet,14.99,6.2,6,9,7,0,2,0,0,0.961
2024-12-24,LILY-5,Bouquet,19.99,8.0,4,8,8,0,1,0,0,1.017
2024-12-24,ORCHID-POT,Plant,29.99,12.0,4,2,3,0,0,0,0,0.92
2024-12-24,MIX-GREEN,Arrangement,34.99,15.0,4,4,6,0,0,0,0,0.949
2024-12-25,ROSE-12,Bouquet,24.99,10.5,3,23,18,0,2,0,0,1.088
2024-12-25,TULIP-10,Bouquet,14.99,6.2,6,10,8,0,2,0,0,0.998
2024-12-25,LILY-5,Bouquet,19.99,8.0,3,8,2,2,2,0,0,0.942
2024-12-25,ORCHID-POT,Plant,29.99,12.0,3,4,4,0,0,0,0,0.964
2024-12-25,MIX-GREEN,Arrangement,34.99,15.0,2,7,5,0,1,0,0,1.064
2024-12-26,ROSE-12,Bouquet,24.99,10.5,6,19,14,0,3,0,0,1.059
2024-12-26,TULIP-10,Bouquet,14.99,6.2,6,9,5,2,2,0,0,0.942
2024-12-26,LILY-5,Bouquet,19.99,8.0,5,7,5,0,2,0,0,0.992
2024-12-26,ORCHID-POT,Plant,29.99,12.0,3,4,5,0,0,0,0,0.992
2024-12-26,MIX-GREEN,Arrangement,34.99,15.0,3,6,3,1,1,0,0,1.069
2024-12-27,ROSE-12,Bouquet,24.99,10.5,8,16,14,0,3,0,0,1.006
2024-12-27,TULIP-10,Bouquet,14.99,6.2,6,10,11,0,2,0,0,0.973
2024-12-27,LILY-5,Bouquet,19.99,8.0,5,7,4,2,2,0,0,1.033
2024-12-27,ORCHID-POT,Plant,29.99,12.0,2,6,2,1,0,0,0,1.072
2024-12-27,MIX-GREEN,Arrangement,34.99,15.0,4,3,4,0,1,0,0,0.928
2024-12-28,ROSE-12,Bouquet,24.99,10.5,7,23,16,0,4,0,0,1.091
2024-12-28,TULIP-10,Bouquet,14.99,6.2,3,15,11,0,2,0,0,0.964
2024-12-28,LILY-5,Bouquet,19.99,8.0,4,10,12,0,1,0,0,1.026
2024-12-28,ORCHID-POT,Plant,29.99,12.0,5,0,5,0,0,0,0,0.952
2024-12-28,MIX-GREEN,Arrangement,34.99,15.0,2,7,4,0,1,0,0,0.967
2024-12-29,ROSE-12,Bouquet,24.99,10.5,10,20,11,4,5,0,0,1.1
2024-12-29,TULIP-10,Bouquet,14.99,6.2,5,14,10,0,3,0,0,1.024
2024-12-29,LILY-5,Bouquet,19.99,8.0,1,13,11,0,1,0,0,1.01
2024-12-29,ORCHID-POT,Plant,29.99,12.0,0,8,7,0,0,0,0,1.034
2024-12-29,MIX-GREEN,Arrangement,34.99,15.0,4,6,3,1,1,0,0,1.079
2024-12-30,ROSE-12,Bouquet,24.99,10.5,10,12,4,4,4,0,0,0.914
2024-12-30,TULIP-10,Bouquet,14.99,6.2,6,11,7,0,3,0,0,1.055
2024-12-30,LILY-5,Bouquet,19.99,8.0,2,9,7,0,1,0,0,0.919
2024-12-30,ORCHID-POT,Plant,29.99,12.0,1,6,2,1,0,0,0,0.942
2024-12-30,MIX-GREEN,Arrangement,34.99,15.0,5,2,5,0,0,0,0,0.935
2024-12-31,ROSE-12,Bouquet,24.99,10.5,10,16,9,3,4,0,0,1.075
2024-12-31,TULIP-10,Bouquet,14.99,6.2,7,8,6,0,3,0,0,0.958
2024-12-31,LILY-5,Bouquet,19.99,8.0,3,9,7,0,1,0,0,0.997
2024-12-31,ORCHID-POT,Plant,29.99,12.0,4,3,2,1,0,0,0,1.013
2024-12-31,MIX-GREEN,Arrangement,34.99,15.0,2,7,6,0,1,0,0,1.079
2025-01-01,ROSE-12,Bouquet,24.99,10.5,10,14,9,3,4,0,0,1.017
2025-01-01,TULIP-10,Bouquet,14.99,6.2,6,9,5,2,2,0,0,0.92
2025-01-01,LILY-5,Bouquet,19.99,8.0,4,7,6,0,1,0,0,0.911
2025-01-01,ORCHID-POT,Plant,29.99,12.0,4,2,5,0,0,0,0,0.923
2025-01-01,MIX-GREEN,Arrangement,34.99,15.0,2,5,5,0,0,0,0,0.909
2025-01-02,ROSE-12,Bouquet,24.99,10.5,8,16,11,0,4,0,0,1.0
2025-01-02,TULIP-10,Bouquet,14.99,6.2,6,9,6,2,2,0,0,0.926
2025-01-02,LILY-5,Bouquet,19.99,8.0,4,8,9,0,1,0,0,1.027
2025-01-02,ORCHID-POT,Plant,29.99,12.0,1,6,1,1,0,0,0,0.976
2025-01-02,MIX-GREEN,Arrangement,34.99,15.0,2,6,4,0,1,0,0,0.978
2025-01-03,ROSE-12,Bouquet,24.99,10.5,9,15,14,0,3,0,0,1.019
2025-01-03,TULIP-10,Bouquet,14.99,6.2,5,11,3,3,3,0,-1,0.978
2025-01-03,LILY-5,Bouquet,19.99,8.0,2,10,5,0,2,0,0,1.013
2025-01-03,ORCHID-POT,Plant,29.99,12.0,5,2,4,0,0,0,0,0.966
2025-01-03,MIX-GREEN,Arrangement,34.99,15.0,3,5,7,0,0,0,0,0.999
2025-01-04,ROSE-12,Bouquet,24.99,10.5,7,22,14,0,5,0,0,1.062
2025-01-04,TULIP-10,Bouquet,14.99,6.2,7,12,9,0,3,0,0,1.021
2025-01-04,LILY-5,Bouquet,19.99,8.0,5,9,5,2,2,0,0,0.993
2025-01-04,ORCHID-POT,Plant,29.99,12.0,3,5,2,1,0,0,0,1.004
2025-01-04,MIX-GREEN,Arrangement,34.99,15.0,1,7,6,0,0,0,0,0.919
2025-01-05,ROSE-12,Bouquet,24.99,10.5,10,17,13,0,4,0,0,0.986
2025-01-05,TULIP-10,Bouquet,14.99,6.2,7,13,18,0,1,0,0,1.099
2025-01-05,LILY-5,Bouquet,19.99,8.0,5,8,5,2,2,0,0,0.96
2025-01-05,ORCHID-POT,Plant,29.99,12.0,5,2,5,0,0,0,0,0.931
2025-01-05,MIX-GREEN,Arrangement,34.99,15.0,2,7,3,1,1,0,0,0.962
2025-01-06,ROSE-12,Bouquet,24.99,10.5,10,15,8,3,4,0,0,1.042
2025-01-06,TULIP-10,Bouquet,14.99,6.2,1,15,9,0,2,0,0,1.009
2025-01-06,LILY-5,Bouquet,19.99,8.0,4,8,4,2,2,0,0,0.989
2025-01-06,ORCHID-POT,Plant,29.99,12.0,2,5,4,0,0,0,0,0.944
2025-01-06,MIX-GREEN,Arrangement,34.99,15.0,4,3,5,0,0,0,0,0.913
2025-01-07,ROSE-12,Bouquet,24.99,10.5,10,15,11,0,4,0,0,1.024
2025-01-07,TULIP-10,Bouquet,14.99,6.2,5,11,10,0,2,0,0,0.988
2025-01-07,LILY-5,Bouquet,19.99,8.0,4,9,5,2,2,0,0,1.087
2025-01-07,ORCHID-POT,Plant,29.99,12.0,3,4,2,1,0,0,0,0.997
2025-01-07,MIX-GREEN,Arrangement,34.99,15.0,2,6,3,1,1,0,0,0.946
2025-01-08,ROSE-12,Bouquet,24.99,10.5,10,14,13,0,3,0,0,0.995
2025-01-08,TULIP-10,Bouquet,14.99,6.2,4,12,14,0,1,0,0,1.028
2025-01-08,LILY-5,Bouquet,19.99,8.0,4,8,6,0,2,0,0,1.025
2025-01-08,ORCHID-POT,Plant,29.99,12.0,4,3,5,0,0,0,0,1.006
2025-01-08,MIX-GREEN,Arrangement,34.99,15.0,3,5,2,1,1,0,0,0.955
2025-01-09,ROSE-12,Bouquet,24.99,,8,14,11,0,3,0,0,0.914
2025-01-09,TULIP-10,Bouquet,14.99,6.2,1,16,8,0,3,0,0,1.063
2025-01-09,LILY-5,Bouquet,19.99,8.0,4,7,4,1,2,0,0,0.955
2025-01-09,ORCHID-POT,Plant,29.99,12.0,2,0,2,0,0,0,0,1.086
2025-01-09,MIX-GREEN,Arrangement,34.99,15.0,4,4,5,0,1,0,0,0.995
2025-01-10,ROSE-12,Bouquet,24.99,10.5,8,17,11,0,4,0,0,1.059
2025-01-10,TULIP-10,Bouquet,14.99,6.2,6,10,6,2,2,0,0,1.021
2025-01-10,LILY-5,Bouquet,19.99,8.0,4,8,7,0,1,0,0,0.981
2025-01-10,ORCHID-POT,Plant,29.99,12.0,0,7,3,0,0,0,0,1.063
2025-01-10,MIX-GREEN,Arrangement,34.99,15.0,2,0,2,0,0,0,0,0.987
2025-01-11,ROSE-12,Bouquet,24.99,10.5,10,18,10,4,4,0,0,1.014
2025-01-11,TULIP-10,Bouquet,14.99,6.2,6,11,11,0,2,0,0,0.918
2025-01-11,LILY-5,Bouquet,19.99,8.0,4,11,6,2,2,0,0,1.085
2025-01-11,ORCHID-POT,Plant,29.99,12.0,4,4,5,0,0,0,0,0.958
2025-01-11,MIX-GREEN,Arrangement,34.99,15.0,0,10,4,0,1,0,0,1.089
2025-01-12,ROSE-12,Bouquet,24.99,10.5,10,18,18,0,3,0,0,1.028
2025-01-12,TULIP-10,Bouquet,14.99,6.2,4,16,11,0,3,0,0,1.07
2025-01-12,LILY-5,Bouquet,19.99,8.0,5,9,7,0,2,0,0,1.005
2025-01-12,ORCHID-POT,Plant,29.99,12.0,3,5,6,0,0,0,0,0.979
2025-01-12,MIX-GREEN,Arrangement,34.99,15.0,5,5,7,0,1,0,0,1.092
2025-01-13,ROSE-12,Bouquet,24.99,10.5,7,19,10,3,4,0,0,1.075
2025-01-13,TULIP-10,Bouquet,14.99,6.2,6,12,8,0,3,0,0,1.096
2025-01-13,LILY-5,Bouquet,19.99,8.0,5,7,4,2,2,0,0,1.013
2025-01-13,ORCHID-POT,Plant,29.99,12.0,2,6,2,1,0,0,0,1.089
2025-01-13,MIX-GREEN,Arrangement,34.99,15.0,2,0,2,0,0,0,0,1.049
2025-01-14,ROSE-12,Bouquet,24.99,10.5,9,17,15,0,3,0,0,1.092
2025-01-14,TULIP-10,Bouquet,14.99,6.2,7,9,12,0,1,0,0,1.006
2025-01-14,LILY-5,Bouquet,19.99,8.0,4,7,2,2,2,0,0,0.942
2025-01-14,ORCHID-POT,Plant,29.99,12.0,5,1,4,0,0,0,0,0.915
2025-01-14,MIX-GREEN,Arrangement,34.99,15.0,0,8,5,0,1,0,0,1.028
2025-01-15,ROSE-12,Bouquet,24.99,10.5,8,15,7,3,4,0,0,0.952
2025-01-15,TULIP-10,Bouquet,14.99,6.2,3,12,8,0,2,0,0,0.966
2025-01-15,LILY-5,Bouquet,19.99,8.0,5,6,8,0,1,0,0,0.958
2025-01-15,ORCHID-POT,Plant,29.99,12.0,2,5,1,1,0,0,0,0.982
2025-01-15,MIX-GREEN,Arrangement,34.99,15.0,2,6,6,0,0,0,0,1.049
2025-01-16,ROSE-12,Bouquet,24.99,10.5,9,15,12,0,4,0,0,0.998
2025-01-16,TULIP-10,Bouquet,14.99,6.2,5,0,5,0,0,0,0,0.914
2025-01-16,LILY-5,Bouquet,19.99,8.0,2,10,4,2,2,0,0,0.986
2025-01-16,ORCHID-POT,Plant,29.99,12.0,5,2,5,0,0,0,0,0.933
2025-01-16,MIX-GREEN,Arrangement,34.99,15.0,2,6,5,0,1,0,0,1.0
2025-01-17,ROSE-12,Bouquet,24.99,10.5,8,16,12,0,4,0,0,1.016
2025-01-17,TULIP-10,Bouquet,14.99,6.2,0,17,13,0,1,0,0,1.087
2025-01-17,LILY-5,Bouquet,19.99,8.0,4,8,4,2,2,0,0,0.982
2025-01-17,ORCHID-POT,Plant,29.99,12.0,2,5,3,0,0,0,0,0.989
2025-01-17,MIX-GREEN,Arrangement,34.99,15.0,2,5,2,1,1,0,0,0.935
2025-01-18,ROSE-12,Bouquet,24.99,10.5,8,20,9,4,5,0,0,1.016
2025-01-18,TULIP-10,Bouquet,14.99,6.2,3,15,4,3,3,0,0,0.989
2025-01-18,LILY-5,Bouquet,19.99,8.0,4,10,8,0,2,0,0,1.01
2025-01-18,ORCHID-POT,Plant,29.99,12.0,4,4,1,1,0,0,0,0.945
2025-01-18,MIX-GREEN,Arrangement,34.99,15.0,3,5,6,0,0,0,0,0.904
2025-01-19,ROSE-12,Bouquet,24.99,10.5,10,18,11,3,4,0,0,1.021
2025-01-19,TULIP-10,Bouquet,14.99,6.2,8,10,9,0,3,0,0,0.991
2025-01-19,LILY-5,Bouquet,19.99,8.0,4,11,9,0,2,0,0,1.094
2025-01-19,ORCHID-POT,Plant,29.99,12.0,6,1,7,0,0,0,0,0.915
2025-01-19,MIX-GREEN,Arrangement,34.99,15.0,2,7,7,0,0,0,0,0.944
2025-01-20,ROSE-12,Bouquet,24.99,10.5,10,16,10,3,4,0,0,1.085
2025-01-20,TULIP-10,Bouquet,14.99,6.2,6,9,5,2,2,0,0,0.93
2025-01-20,LILY-5,Bouquet,19.99,8.0,4,8,9,0,1,0,0,0.967
2025-01-20,ORCHID-POT,Plant,29.99,12.0,0,7,1,1,0,0,0,1.038
2025-01-20,MIX-GREEN,Arrangement,34.99,15.0,2,6,3,1,1,0,0,0.988
2025-01-21,ROSE-12,Bouquet,24.99,10.5,9,0,9,0,0,0,0,0.975
2025-01-21,TULIP-10,Bouquet,14.99,6.2,6,9,6,0,3,0,0,0.95
2025-01-21,LILY-5,Bouquet,19.99,8.0,2,13,4,2,2,1,0,0.969
2025-01-21,ORCHID-POT,Plant,29.99,12.0,5,2,5,0,0,0,0,1.053
2025-01-21,MIX-GREEN,Arrangement,34.99,15.0,3,5,3,1,1,0,0,1.009
2025-01-22,ROSE-12,Bouquet,24.99,10.5,0,26,11,0,5,0,0,1.069
2025-01-22,TULIP-10,Bouquet,14.99,6.2,6,10,5,2,3,0,0,0.995
2025-01-22,LILY-5,Bouquet,19.99,8.0,7,9,11,0,1,1,0,1.086
2025-01-22,ORCHID-POT,Plant,29.99,12.0,2,4,3,0,0,0,0,0.906
2025-01-22,MIX-GREEN,Arrangement,34.99,15.0,3,5,4,0,1,0,0,0.953
2025-01-23,ROSE-12,Bouquet,24.99,10.5,10,14,10,0,4,0,0,1.014
2025-01-23,TULIP-10,Bouquet,14.99,6.2,6,9,10,0,2,0,0,0.925
2025-01-23,LILY-5,Bouquet,19.99,8.0,4,0,4,0,0,1,0,1.007
2025-01-23,ORCHID-POT,Plant,29.99,12.0,3,3,2,1,0,0,0,0.922
2025-01-23,MIX-GREEN,Arrangement,34.99,15.0,3,5,3,1,1,0,0,0.939
2025-01-24,ROSE-12,Bouquet,24.99,10.5,10,12,8,3,3,0,0,0.905
2025-01-24,TULIP-10,Bouquet,14.99,6.2,3,14,15,0,1,0,0,1.086
2025-01-24,LILY-5,Bouquet,19.99,8.0,0,14,7,0,2,1,0,0.907
2025-01-24,ORCHID-POT,Plant,29.99,12.0,3,4,4,0,0,0,0,0.953
2025-01-24,MIX-GREEN,Arrangement,34.99,15.0,3,5,4,0,1,0,0,0.966
2025-01-25,ROSE-12,Bouquet,24.99,10.5,8,20,13,0,5,0,0,1.013
2025-01-25,TULIP-10,Bouquet,14.99,6.2,1,19,14,0,2,0,0,1.094
2025-01-25,LILY-5,Bouquet,19.99,8.0,5,11,8,0,2,1,0,0.934
2025-01-25,ORCHID-POT,Plant,29.99,12.0,3,4,3,0,0,0,0,0.914
2025-01-25,MIX-GREEN,Arrangement,34.99,15.0,3,7,5,0,1,0,0,1.079
2025-01-26,ROSE-12,Bouquet,24.99,10.5,10,20,15,0,5,0,0,1.1
2025-01-26,TULIP-10,Bouquet,14.99,6.2,4,16,8,2,3,0,0,1.084
2025-01-26,LILY-5,Bouquet,19.99,8.0,6,10,5,2,2,1,0,0.951
2025-01-26,ORCHID-POT,Plant,29.99,12.0,4,5,4,0,0,0,0,1.09
2025-01-26,MIX-GREEN,Arrangement,34.99,15.0,4,5,2,1,1,0,0,0.959
2025-01-27,ROSE-12,Bouquet,24.99,10.5,10,13,9,3,3,0,0,0.939
2025-01-27,TULIP-10,Bouquet,14.99,6.2,7,9,12,0,1,0,0,0.969
2025-01-27,LILY-5,Bouquet,19.99,8.0,7,8,10,0,1,1,0,1.012
2025-01-27,ORCHID-POT,Plant,29.99,12.0,5,2,4,0,0,0,0,0.943
2025-01-27,MIX-GREEN,Arrangement,34.99,15.0,5,3,3,1,1,0,0,0.941
2025-01-28,ROSE-12,Bouquet,24.99,10.5,8,18,15,0,3,0,0,1.094
2025-01-28,TULIP-10,Bouquet,14.99,6.2,3,12,3,2,3,0,0,0.96
2025-01-28,LILY-5,Bouquet,19.99,8.0,4,9,10,0,1,0,0,1.09
2025-01-28,ORCHID-POT,Plant,29.99,,3,4,2,1,0,0,0,0.936
2025-01-28,MIX-GREEN,Arrangement,34.99,15.0,3,5,2,1,1,0,0,0.999
2025-01-29,ROSE-12,Bouquet,24.99,10.5,8,14,8,3,3,0,0,0.916
2025-01-29,TULIP-10,Bouquet,14.99,6.2,7,9,9,0,2,0,0,1.0
2025-01-29,LILY-5,Bouquet,19.99,8.0,2,0,2,0,0,0,0,0.914
2025-01-29,ORCHID-POT,Plant,29.99,12.0,4,2,4,0,0,0,0,0.911
2025-01-29,MIX-GREEN,Arrangement,34.99,15.0,4,4,3,1,1,0,0,1.0
